revenue,budget,runtime,month,is_summer,is_holiday,is_halloween,num_genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Mystery,Romance,Science_Fiction,TV_Movie,Thriller,War,Western,adult,director_popularity,director_experience,main_actor_popularity,actor_popularity,is_franchise,franchise_number,is_sequel,franchise_success,num_writers,other_movies_same_week,language_avg_revenue
15.319588176962746,0.0,150,9,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.434898999271326,3,15.434898999271326,14.822556018403631,0,1,0,0.0,0,0,17.9715178373071
14.731801689838349,12.429220196836383,68,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,15.006904883880772,0,1,0,0.0,1,0,17.9715178373071
12.899722199879273,13.910821646859095,143,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,0.0,14.375126917328105,0,1,0,0.0,2,0,17.9715178373071
9.855084813307961,0.0,94,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,0.0,2,0,16.35111915075042
6.2166061010848646,0.0,10,12,0,1,0,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,0.0,0,0,17.9715178373071
14.220976332738882,11.703554089007538,74,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0.0,0.0,0,1,0,0.0,5,0,17.9715178373071
14.214568517395797,13.942720134954806,149,3,0,0,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14.375126917328105,15.391047125619224,0,1,0,0.0,4,0,17.9715178373071
13.112315061750808,12.745488641595722,127,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,15.039286283703994,0,1,0,0.0,1,0,17.9715178373071
14.253766134056512,12.899222326086994,80,4,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.220976332738882,1,14.220976332738882,14.220976332738882,0,1,0,0.0,6,0,17.9715178373071
12.523900726424964,13.408450178086463,140,12,0,1,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.899722199879273,1,0.0,13.887925168618919,0,1,0,0.0,3,0,17.9715178373071
13.688814039991453,12.055255569732177,72,12,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,0.0,14.954945161152589,0,1,0,0.0,3,0,17.9715178373071
15.201805169084134,13.73538559690802,95,7,1,0,0,3,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.731801689838349,1,14.731801689838349,14.731801689838349,0,1,0,0.0,1,0,17.9715178373071
13.464535055593716,11.542493975902508,86,7,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0,13.688814039991453,14.709167466486344,0,1,0,0.0,2,0,17.9715178373071
14.508658238524095,0.0,107,9,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0,13.58294904656243,13.37941447504292,0,1,0,0.0,1,0,17.9715178373071
16.811242881518265,12.853178505386333,151,11,0,0,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,13.688814039991453,13.985852730935331,0,1,0,0.0,2,0,17.9715178373071
12.506180941677357,11.39640288460621,74,11,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.0,0,0.0,15.201805169084134,0,1,0,0.0,1,0,17.9715178373071
10.716659698193956,0.0,75,12,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,0,1,0,0.0,3,1,15.772580025313973
16.012735246411598,15.176487367510099,143,12,0,1,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,15.808520974730223,0,1,0,0.0,6,1,17.9715178373071
14.220976332738882,13.710151153416941,102,8,1,0,0,3,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,13.464535055593716,0,1,0,0.0,0,0,17.9715178373071
13.781828637340341,13.046466729600583,94,9,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,15.11023799953124,14.922421980025536,0,1,0,0.0,2,0,17.9715178373071
14.038654909278163,12.978495316450783,103,12,0,1,0,3,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,13.993657580167481,15.402430363522503,0,1,0,0.0,1,2,17.9715178373071
13.396961730063138,12.829336379587506,112,12,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,16.161203127773103,15.287332786495186,0,1,0,0.0,1,2,17.9715178373071
13.815511557963774,13.527829818844937,79,12,0,1,0,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,0,1,0,0.0,2,2,17.9715178373071
13.385378199444116,14.077875591662238,149,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,9.083869707922235,0,1,0,0.0,3,0,16.35111915075042
10.582763977410282,0.0,333,4,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,0,1,0,0.0,1,0,16.436797326006403
15.096444681204078,14.508658238524095,141,8,1,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0.0,15.248314946032806,0,1,0,0.0,2,0,17.9715178373071
13.851843451531353,13.176853456625999,111,8,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.0,0,13.112315061750808,14.81122879292781,0,1,0,0.0,2,0,17.9715178373071
12.693274410385063,0.0,80,9,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0,0.0,14.868279237103929,0,1,0,0.0,3,0,17.9715178373071
13.842890288723991,13.087987230367462,80,10,0,0,1,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14.829155560882237,15.260462705987502,0,1,0,0.0,4,0,17.9715178373071
13.815511557963774,11.929442607064761,69,12,0,1,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,13.464535055593716,1,14.005098153050229,14.718792440482405,0,1,0,0.0,2,0,17.9715178373071
15.76142084987672,13.815511557963774,97,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14.214568517395797,1,0.0,16.213405921671733,0,1,0,0.0,2,0,17.9715178373071
13.744015630372484,12.494322057014726,80,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.688814039991453,1,13.396961730063138,14.149482313844704,0,1,0,0.0,0,0,17.9715178373071
14.77102238760702,12.952762962683588,89,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,13.851843451531353,1,0.0,14.885151992626508,0,1,0,0.0,2,0,17.9715178373071
13.297997623898429,12.577639650232573,85,4,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,16.012735246411598,15.22157219036317,0,1,0,0.0,3,0,17.9715178373071
4.584967478670572,0.0,14,6,1,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,0.0,0,0,17.9715178373071
13.997832948091215,11.225256725762893,57,7,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,15.787854103218168,0,1,0,0.0,2,0,17.9715178373071
13.219491903015438,12.727841176689147,89,8,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,13.585469523611357,13.846995416788777,0,1,0,0.0,0,0,17.9715178373071
13.909912143303451,12.08954444723597,84,9,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13.112315061750808,1,13.297997623898429,14.295641317614734,0,1,0,0.0,1,0,17.9715178373071
14.650591668252272,13.820499094499693,135,11,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,14.649384120026243,0,1,0,0.0,2,0,17.9715178373071
13.733216401013184,12.464587201678082,70,11,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,13.655342979519684,2,13.969947768166355,14.643041286711034,0,1,0,0.0,2,0,17.9715178373071
15.287524023949732,12.84529412258351,101,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,13.588611212476708,2,0.0,14.277146567791394,0,1,0,0.0,1,0,17.9715178373071
15.000300848683787,0.0,103,2,0,0,0,4,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,14.298066637038925,14.79566525315588,0,1,0,0.0,1,0,17.9715178373071
14.921429752721451,12.777055016970678,123,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0.0,14.577639965510073,0,1,0,0.0,1,0,17.9715178373071
14.403297778421795,13.122365377402328,96,5,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.584967478670572,1,0.0,0.0,0,1,0,0.0,2,0,17.9715178373071
13.66119436444038,12.553205710188037,76,9,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,13.65004729817705,14.121156067438207,0,1,0,0.0,1,0,17.9715178373071
15.000300848683787,14.186291049260577,134,4,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,14.625977444637824,0,1,0,0.0,6,0,17.9715178373071
14.00695784829872,12.727841176689147,99,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.500626070859086,3,13.653776810326606,14.616473188363754,0,1,0,0.0,4,0,17.9715178373071
12.899222326086994,0.0,96,11,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15.407293738721973,4,0.0,15.149453367571594,0,1,0,0.0,4,0,17.9715178373071
15.894952224644102,15.18922639004183,131,11,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,0.0,0,1,0,0.0,3,0,17.9715178373071
8.97979449089521,0.0,63,11,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,0.0,3,0,16.436797326006403
13.530492932718326,12.546113507028412,79,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,13.854251348280703,0,1,0,0.0,3,0,17.9715178373071
14.139766333712434,14.175281404646771,123,1,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0.0,0,0.0,14.095782313138306,0,1,0,0.0,2,1,17.9715178373071
15.26242977619469,14.220976332738882,87,2,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14.99416586199818,2,14.99416586199818,14.993349501145374,0,1,0,0.0,3,1,17.9715178373071
15.250595321348806,14.077875591662238,122,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,13.66119436444038,0,1,0,0.0,2,0,17.9715178373071
13.45883704259595,12.779875885354993,74,2,0,0,0,3,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,13.681980308196241,3,0.0,14.336393239561174,1,1,0,0.0,4,0,17.9715178373071
13.230322314239945,11.92504173829169,83,4,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.096444681204078,1,0.0,15.024769665137786,0,1,0,0.0,3,0,17.9715178373071
13.910821646859095,11.51293546492023,90,8,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,0,1,0,0.0,4,0,17.9715178373071
13.619496890582589,12.644330802262578,89,9,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.530492932718326,1,13.530492932718326,13.77077570987397,0,1,0,0.0,3,0,17.9715178373071
16.300417291085605,12.581081982573842,70,11,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,15.894952224644102,1,0.0,13.828070187904398,1,1,0,0.0,6,2,17.9715178373071
14.235536474433776,0.0,76,11,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,13.396961730063138,1,13.754433771436782,14.239879850674138,0,1,0,0.0,2,2,17.9715178373071
14.285514812209815,12.782688818818986,86,11,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.811242881518265,1,0.0,13.97063305114222,0,1,0,0.0,1,2,17.9715178373071
14.077875591662238,13.190023895035274,98,12,0,1,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0.0,13.39378572406598,0,1,0,0.0,3,1,17.9715178373071
14.616166395273979,13.232116033476537,89,12,0,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,13.4777055001981,14.930035580714865,0,1,0,0.0,2,1,17.9715178373071
14.494559321243981,12.765691290604371,72,1,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.901689171636098,2,0.0,14.257369707854076,0,1,0,0.0,3,0,17.9715178373071
13.503537159062734,13.339087971220277,79,3,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,14.139766333712434,14.489816077352156,0,1,0,0.0,5,0,17.9715178373071
13.304686600863562,0.0,93,4,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,15.017845892956997,0,1,0,0.0,5,0,17.9715178373071
14.768712029363464,13.45883704259595,112,5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,13.903293387308002,14.43944398550188,0,1,0,0.0,2,0,17.9715178373071
13.531821834802397,0.0,80,8,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.195056784687036,2,0.0,13.935070680332966,0,1,0,0.0,4,0,17.9715178373071
13.918068048816036,12.765691290604371,68,10,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14.220976332738882,14.35959959131807,0,1,0,0.0,3,0,17.9715178373071
14.016818232330463,12.919024904363686,83,10,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14.235536474433776,14.584566219740617,0,1,0,0.0,2,0,17.9715178373071
15.84759853432223,13.981263103685288,112,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0.0,14.054243034788103,0,1,0,0.0,3,1,17.9715178373071
14.603968372873895,12.206077645517674,66,2,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,14.357399288830889,0,1,0,0.0,2,1,17.9715178373071
14.640124939670638,12.992256969959042,89,3,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,13.733216401013184,14.768352160079525,0,1,0,0.0,4,0,17.9715178373071
16.118095750958314,13.418015107599418,104,3,0,0,0,3,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0.0,0,13.503537159062734,14.164425725898365,1,1,0,0.0,2,0,17.9715178373071
13.523821802802145,12.95039048795861,72,4,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.547157518790902,2,15.053885078862573,15.195152135934718,0,1,0,0.0,2,0,17.9715178373071
10.22886272963353,0.0,122,4,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,13.385378199444116,1,12.705688170268177,13.253780380030936,0,1,0,0.0,3,0,16.35111915075042
14.978661680269907,12.978495316450783,97,5,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13.575984798046763,2,13.230322314239945,14.44228950639071,0,1,0,0.0,5,0,17.9715178373071
13.019224835777257,12.138869243416009,76,7,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,14.926973587688417,0,1,0,0.0,3,0,17.9715178373071
14.862829903121964,12.323860125621126,87,10,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14.139766333712434,1,14.603968372873895,14.494734793195242,0,1,0,0.0,1,0,17.9715178373071
14.697624251944042,13.463113593266897,104,10,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.640124939670638,1,13.230322314239945,14.268637080568796,0,1,0,0.0,2,0,17.9715178373071
14.690979711984754,13.735445183367178,92,11,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,14.087952842517439,14.460482909996974,0,1,0,0.0,3,1,17.9715178373071
14.557448378884015,12.95749109270188,115,11,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,15.321031578880275,0,1,0,0.0,3,1,17.9715178373071
14.58376567483281,12.983103608918753,111,12,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.557448378884015,1,14.494559321243981,14.516301070366397,0,1,0,0.0,4,0,17.9715178373071
14.774861162440565,13.923468597135031,99,12,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,14.077875591662238,1,14.146396506004047,14.69418766571642,0,1,0,0.0,7,0,17.9715178373071
15.319588176962746,12.691583538230217,105,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14.354924221672386,14.736277371507239,0,1,0,0.0,2,0,17.9715178373071
14.415583108016431,0.0,84,3,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,14.6692878102528,2,14.77102238760702,14.485156456295723,0,1,0,0.0,4,0,17.9715178373071
12.371591321286905,11.469454130713356,63,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.0,0,15.313793644545822,14.183707418949577,0,1,0,0.0,4,0,17.9715178373071
14.168278579812432,12.330098377171225,91,5,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.250595321348806,1,14.080947788339607,14.440447893725173,1,1,0,0.0,3,0,17.9715178373071
14.731801689838349,13.505106962381653,84,7,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0.0,0,0.0,14.599640842752763,0,1,0,0.0,2,0,17.9715178373071
14.045034511154766,13.617060838751888,109,9,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14.80523797958967,14.362692797268895,0,1,0,0.0,4,1,17.9715178373071
14.077875591662238,13.592368256649284,73,9,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,14.741752016731123,14.44043678841704,0,1,0,0.0,1,1,17.9715178373071
14.403297778421795,13.161586013632684,107,10,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14.690979711984754,15.117689617145174,0,1,0,0.0,5,0,17.9715178373071
13.928840136128022,13.761055428133867,85,11,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14.282489408843533,14.889761052319084,0,1,0,0.0,4,0,17.9715178373071
14.151983508870947,13.413391346097159,104,11,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.319588176962746,1,14.286139616588276,14.457864551708862,0,1,0,0.0,2,0,17.9715178373071
14.603513724288955,12.948176643038872,84,12,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14.84922906239635,2,14.00695784829872,14.294773470595626,0,1,0,0.0,3,0,17.9715178373071
14.935232136213322,13.88596995357885,130,1,0,0,0,4,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,14.570693599368374,2,0.0,15.11702042438698,0,1,0,0.0,3,0,17.9715178373071
14.028200459781736,12.818554633046093,90,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,13.304686600863562,14.827679853536566,0,1,0,0.0,3,0,17.9715178373071
14.063152361518691,12.810391344620207,72,2,0,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14.690979711984754,1,14.677894477924108,14.534125606082341,0,1,0,0.0,3,0,17.9715178373071
14.536759654779848,13.569611298299009,103,3,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,14.773838929163036,3,0.0,14.99027368309812,0,1,0,0.0,4,0,17.9715178373071
13.630386277206295,12.54254845357358,90,4,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,0,14.110913497663116,14.687322239449399,0,1,0,0.0,3,1,17.9715178373071
14.508658238524095,12.883474008801295,75,4,0,0,0,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,16.118095750958314,2,15.043541920251887,15.4071501270087,1,2,1,16.300417291085605,2,1,17.9715178373071
13.76421831620775,12.400820837540556,91,5,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,13.912638176135601,14.64192564505044,0,1,0,0.0,2,0,17.9715178373071
13.554147092530322,12.742568940017076,99,8,1,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,14.557448378884015,14.535137858262418,0,1,0,0.0,4,0,17.9715178373071
14.979286484843557,13.31957518872681,101,8,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.403297778421795,1,14.557448378884015,14.46459067792012,0,1,0,0.0,4,1,17.9715178373071
14.179459680796295,13.957010988293153,95,8,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14.140489137702843,3,14.239003329696446,14.62049500609804,0,1,0,0.0,4,1,17.9715178373071
13.3374763699232,12.777055016970678,90,11,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,13.554147092530322,1,13.019224835777257,13.459551072309928,0,1,0,0.0,4,0,17.9715178373071
15.310659548211468,14.48334044336031,132,11,0,0,0,3,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15.84759853432223,1,14.045034511154766,14.793927071931456,0,1,0,0.0,7,0,17.9715178373071
13.116347317149176,13.370786295963992,95,12,0,1,0,3,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,14.707509007105367,3,14.176676104039727,14.666231552735951,0,1,0,0.0,4,0,17.9715178373071
14.403297778421795,14.220976332738882,87,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.091804302939565,3,15.091804302939565,14.80619604705586,0,1,0,0.0,1,0,17.9715178373071
14.818713028530995,13.523821802802145,110,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,14.73220160969974,2,14.718648908555913,14.69623324688893,0,1,0,0.0,3,0,17.9715178373071
12.791105522235672,12.576590828163608,77,4,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.261301964248448,2,14.430156051201998,14.557871569547931,0,1,0,0.0,3,0,17.9715178373071
14.077875591662238,13.311331132544721,92,6,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.733923513821294,2,0.0,14.617961577979598,0,1,0,0.0,3,0,17.9715178373071
